data,stato,codice_regione,denominazione_regione,codice_provincia,denominazione_provincia,sigla_provincia,lat,long,totale_casi,note
2020-06-25T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-06-26T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-06-27T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-06-28T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-06-29T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-06-30T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-01T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-02T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-03T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-04T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-05T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-06T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-07T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-08T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-09T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-10T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-11T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-12T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-13T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-14T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-15T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-16T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-17T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-18T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-19T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-20T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-21T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-22T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    29 
2020-07-23T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-24T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-25T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-26T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-27T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-28T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-29T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-30T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-07-31T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-08-01T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-08-02T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-08-03T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-08-04T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    30 
2020-08-05T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    31 
2020-08-06T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    31 
2020-08-07T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    31 
2020-08-08T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    31 
2020-08-09T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-10T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-11T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-12T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-13T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-14T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-15T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    32 
2020-08-16T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    34 
2020-08-17T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    34 
2020-08-18T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    35 
2020-08-19T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    36 
2020-08-20T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    37 
2020-08-21T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    37 
2020-08-22T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    36 
2020-08-23T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    36 
2020-08-24T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    36 
2020-08-25T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    37 
2020-08-26T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    38 
2020-08-27T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    39 
2020-08-28T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    38 
2020-08-29T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    38 
2020-08-30T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    38 
2020-08-31T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    39 
2020-09-01T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    38 
2020-09-02T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    40 
2020-09-03T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    43 
2020-09-04T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    48 
2020-09-05T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    48 
2020-09-06T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    48 
2020-09-07T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    49 
2020-09-08T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    50 
2020-09-09T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    51 
2020-09-10T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-11T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-12T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-13T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-14T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    50 
2020-09-15T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    50 
2020-09-16T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-17T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-18T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    52 
2020-09-19T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    53 
2020-09-20T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    53 
2020-09-21T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    53 
2020-09-22T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    54 
2020-09-23T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    58 
2020-09-24T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    58 
2020-09-25T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    58 
2020-09-26T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    58 
2020-09-27T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    59 
2020-09-28T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    59 
2020-09-29T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    59 
2020-09-30T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    60 
2020-10-01T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    60 
2020-10-02T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    60 
2020-10-03T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    62 
2020-10-04T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    62 
2020-10-05T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    62 
2020-10-06T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    62 
2020-10-07T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    63 
2020-10-08T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    64 
2020-10-09T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    67 
2020-10-10T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    72 
2020-10-11T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    71 
2020-10-12T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    75 
2020-10-13T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    77 
2020-10-14T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    79 
2020-10-15T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    80 
2020-10-16T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    80 
2020-10-17T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    84 
2020-10-18T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    85 
2020-10-19T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    87 
2020-10-20T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    89 
2020-10-21T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    94 
2020-10-22T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    94 
2020-10-23T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    95 
2020-10-24T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    101 
2020-10-25T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    105 
2020-10-26T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    107 
2020-10-27T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    114 
2020-10-28T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    118 
2020-10-29T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    119 
2020-10-30T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    126 
2020-10-31T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    132 
2020-11-01T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    139 
2020-11-02T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    144 
2020-11-03T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    151 
2020-11-04T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    162 
2020-11-05T17:00:00 ITA 16 Puglia 892 Fuori_Regione__Provincia_Autonoma    163 
