data,stato,codice_regione,denominazione_regione,codice_provincia,denominazione_provincia,sigla_provincia,lat,long,totale_casi,note
2020-06-25T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-06-26T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-06-27T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-06-28T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-06-29T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-06-30T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-01T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-02T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-03T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-04T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-05T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-06T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-07T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-08T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-09T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-10T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-11T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    2 
2020-07-12T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    28 "Dallo screening condotto su 70 migranti sbarcati ieri a Roccella Ionica sono stati intercettati 26 soggetti positivi dal  laboratorio dell'ASP di Reggio Calabria;  in strutture dedicate   appositamente individuate dalla Prefettura."
2020-07-13T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    28 allo screening condotto su 70 migranti sbarcati ieri a Roccella Ionica il laboratorio dell'ASP di Reggio Calabria ne ha intercettati 26
2020-07-14T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    28  Dallo screening condotto su 70 migranti sbarcati ieri a Roccella Ionica il laboratorio dell'ASP di Reggio Calabria ne ha intercettati 26
2020-07-15T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    28 " Dei  54 soggetti positivi  in isolamento domiciliare 13 sono stati trasferiti  a Roma  in apposita struttura ( Ospedale Celio) "
2020-07-16T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    28 
2020-07-17T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    31 "Dei cinque positivi di oggi tre casi sono riconducibili allo sbarco di Roccella Jonica  mentre gli altri due sono rientri da Stato estero."
2020-07-18T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    31 
2020-07-19T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    31 
2020-07-20T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    31 
2020-07-21T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    31 
2020-07-22T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    34 
2020-07-23T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    34 
2020-07-24T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    35   Il caso rilevato al Laboratorio  dell Asp di Reggio Calabria è riconducibile allo sbarco di Roccella Jonica dell'11/7/2020. 
2020-07-25T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    35 
2020-07-26T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    35 
2020-07-27T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    35 
2020-07-28T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    40 L'incremento dei contagi è da correlarsi a 5 positivi rilevati tra i migranti sbarcati a  Crotone  il  25 luglio.
2020-07-29T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    40 
2020-07-30T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    46 "Dei cinque  casi  rilevati al Laboratorio  dell Asp di Reggio Calabria quattro  sono riconducibili allo sbarco di Roccella Jonica dell'11/7/2020 e uno è provienente da Stato Estero.  Il caso rilevato all'AOU Mater Domini è da screening pre ricovero per IMA   proveniente da altra Regione e ricoverato in UTI per esigenze di monitoraggio della patologia cardiaca"
2020-07-31T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    47 Dallo screening condotto su 63  migranti sbarcati ieri a Ferruzzano il laboratorio dell'ASP di Reggio Calabria  ha intercettao un  positivo.
2020-08-01T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    50 
2020-08-02T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    51 
2020-08-03T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    51 
2020-08-04T17:00:00 ITA 18 Calabria 882 Fuori_Regione__Provincia_Autonoma    52 
